p2p-Gnutella06.bin 0.064199 part1E:
ca-GrQc.bin 0.051504 part1E:
p2p-Gnutella08.bin 0.054258 part1E:
p2p-Gnutella24.bin 0.081558 part1E:
as-caida.bin 0.06526 part1E:
soc-Slashdot0902.bin 0.072969 part1E:
ca-CondMat.bin 0.066626 part1E:
web-NotreDame.bin 0.117925 part1E:
soc-sign-Slashdot090221.bin 0.073465 part1E:
p2p-Gnutella09.bin 0.082805 part1E:
soc-Epinions1.bin 0.078224 part1E:
ca-HepPh.bin 0.077405 part1E:
roadNet-CA.bin 0.118813 part1E:
wiki-Vote.bin 0.061463 part1E:
amazon0601.bin 0.082116 part1E:
web-BerkStan.bin 0.093029 part1E:
p2p-Gnutella05.bin 0.055991 part1E:
soc-Slashdot0811.bin 0.068482 part1E:
ca-HepTh.bin 0.068248 part1E:
amazon0505.bin 0.069676 part1E:
p2p-Gnutella25.bin 0.056444 part1E:
com-youtube.ungraph.bin 0.201072 part1E:
ca-AstroPh.bin 0.081695 part1E:
roadNet-PA.bin 0.097657 part1E:
wiki-Talk.bin 0.613181 part1E:
higgs-social_network.bin 0.100372 part1E:
email-EuAll.bin 0.084278 part1E:
email-Enron.bin 0.063752 part1E:
com-amazon.ungraph.bin 0.073816 part1E:
web-Stanford.bin 0.098541 part1E:
soc-sign-Slashdot090216.bin 0.074073 part1E:
cit-HepPh.bin 0.065338 part1E:
amazon0312.bin 0.072242 part1E:
p2p-Gnutella04.bin 0.069777 part1E:
com-lj.ungraph.bin 0.699506 part1E:
Oregon-1.bin 0.05876 part1E:
Oregon-2.bin 0.063187 part1E:
web-Google.bin 0.13035 part1E:
as-Skitter.bin 0.307298 part1E:
amazon0302.bin 0.065036 part1E:
as-735.bin 0.106509 part1E:
com-dblp.ungraph.bin 0.127748 part1E:
soc-LiveJournal1.bin 0.749129 part1E:
soc-pokec-relationships.bin 0.433494 part1E:
soc-sign-epinions.bin 0.157101 part1E:
com-orkut.ungraph.bin 2.2132 part1E:
roadNet-TX.bin 0.175384 part1E:
cit-HepTh.bin 0.115038 part1E:
p2p-Gnutella31.bin 0.113306 part1E:
cit-Patents.bin 0.382502 part1E:
soc-sign-Slashdot081106.bin 0.126625 part1E:
p2p-Gnutella30.bin 0.108526 part1E:
p2p-Gnutella06.bin 0.100119 part1E:
ca-GrQc.bin 0.094228 part1E:
p2p-Gnutella08.bin 0.095945 part1E:
p2p-Gnutella24.bin 0.143154 part1E:
as-caida.bin 0.11441 part1E:
soc-Slashdot0902.bin 0.128565 part1E:
ca-CondMat.bin 0.140505 part1E:
web-NotreDame.bin 0.214893 part1E:
soc-sign-Slashdot090221.bin 0.140405 part1E:
p2p-Gnutella09.bin 0.127697 part1E:
soc-Epinions1.bin 0.119113 part1E:
ca-HepPh.bin 0.129194 part1E:
roadNet-CA.bin 0.153452 part1E:
wiki-Vote.bin 0.111124 part1E:
amazon0601.bin 0.11881 part1E:
web-BerkStan.bin 0.17264 part1E:
p2p-Gnutella05.bin 0.110664 part1E:
soc-Slashdot0811.bin 0.123321 part1E:
ca-HepTh.bin 0.131517 part1E:
amazon0505.bin 0.157134 part1E:
p2p-Gnutella25.bin 0.100698 part1E:
com-youtube.ungraph.bin 0.231369 part1E:
ca-AstroPh.bin 0.117446 part1E:
roadNet-PA.bin 0.163163 part1E:
wiki-Talk.bin 0.379913 part1E:
higgs-social_network.bin 0.169656 part1E:
email-EuAll.bin 0.130951 part1E:
email-Enron.bin 0.115321 part1E:
com-amazon.ungraph.bin 0.124318 part1E:
web-Stanford.bin 0.169115 part1E:
soc-sign-Slashdot090216.bin 0.125019 part1E:
cit-HepPh.bin 0.119333 part1E:
amazon0312.bin 0.141941 part1E:
p2p-Gnutella04.bin 0.109571 part1E:
com-lj.ungraph.bin 0.699384 part1E:
Oregon-1.bin 0.11338 part1E:
Oregon-2.bin 0.127135 part1E:
web-Google.bin 0.177336 part1E:
as-Skitter.bin 0.402108 part1E:
amazon0302.bin 0.115852 part1E:
as-735.bin 0.204023 part1E:
com-dblp.ungraph.bin 0.271728 part1E:
soc-LiveJournal1.bin 0.881727 part1E:
soc-pokec-relationships.bin 0.528125 part1E:
soc-sign-epinions.bin 0.274624 part1E:
com-orkut.ungraph.bin 2.34634 part1E:
roadNet-TX.bin 0.25706 part1E:
cit-HepTh.bin 0.224998 part1E:
p2p-Gnutella31.bin 0.244679 part1E:
cit-Patents.bin 0.484304 part1E:
soc-sign-Slashdot081106.bin 0.237578 part1E:
p2p-Gnutella30.bin 0.253845 part1E:
p2p-Gnutella06.bin 0.153166 part1E:
ca-GrQc.bin 0.138779 part1E:
p2p-Gnutella08.bin 0.179342 part1E:
p2p-Gnutella24.bin 0.226492 part1E:
as-caida.bin 0.213136 part1E:
soc-Slashdot0902.bin 0.246241 part1E:
ca-CondMat.bin 0.207012 part1E:
web-NotreDame.bin 0.298452 part1E:
soc-sign-Slashdot090221.bin 0.232914 part1E:
p2p-Gnutella09.bin 0.234104 part1E:
soc-Epinions1.bin 0.215602 part1E:
ca-HepPh.bin 0.236244 part1E:
roadNet-CA.bin 0.276957 part1E:
wiki-Vote.bin 0.161791 part1E:
amazon0601.bin 0.246119 part1E:
web-BerkStan.bin 0.258271 part1E:
p2p-Gnutella05.bin 0.165709 part1E:
soc-Slashdot0811.bin 0.262451 part1E:
ca-HepTh.bin 0.198485 part1E:
amazon0505.bin 0.260853 part1E:
p2p-Gnutella25.bin 0.196539 part1E:
com-youtube.ungraph.bin 0.329185 part1E:
ca-AstroPh.bin 0.214499 part1E:
roadNet-PA.bin 0.263737 part1E:
wiki-Talk.bin 0.392628 part1E:
higgs-social_network.bin 0.285485 part1E:
email-EuAll.bin 0.236274 part1E:
email-Enron.bin 0.234371 part1E:
com-amazon.ungraph.bin 0.240108 part1E:
web-Stanford.bin 0.252557 part1E:
soc-sign-Slashdot090216.bin 0.254919 part1E:
cit-HepPh.bin 0.219859 part1E:
amazon0312.bin 0.227725 part1E:
p2p-Gnutella04.bin 0.19075 part1E:
com-lj.ungraph.bin 0.765327 part1E:
Oregon-1.bin 0.237392 part1E:
Oregon-2.bin 0.215826 part1E:
web-Google.bin 0.310682 part1E:
as-Skitter.bin 0.527894 part1E:
amazon0302.bin 0.239158 part1E:
as-735.bin 0.495905 part1E:
com-dblp.ungraph.bin 0.439974 part1E:
soc-LiveJournal1.bin 1.05401 part1E:
soc-pokec-relationships.bin 0.774324 part1E:
soc-sign-epinions.bin 0.480437 part1E:
com-orkut.ungraph.bin 2.51332 part1E:
roadNet-TX.bin 0.510688 part1E:
cit-HepTh.bin 0.403319 part1E:
p2p-Gnutella31.bin 0.440435 part1E:
cit-Patents.bin 0.686316 part1E:
soc-sign-Slashdot081106.bin 0.44202 part1E:
p2p-Gnutella30.bin 0.435648 part1E:
p2p-Gnutella06.bin 0.22355 part1E:
ca-GrQc.bin 0.271969 part1E:
p2p-Gnutella08.bin 0.367925 part1E:
p2p-Gnutella24.bin 0.391401 part1E:
as-caida.bin 0.422009 part1E:
soc-Slashdot0902.bin 0.419177 part1E:
ca-CondMat.bin 0.454526 part1E:
web-NotreDame.bin 0.529631 part1E:
soc-sign-Slashdot090221.bin 0.43005 part1E:
p2p-Gnutella09.bin 0.492413 part1E:
soc-Epinions1.bin 0.408679 part1E:
ca-HepPh.bin 0.34239 part1E:
roadNet-CA.bin 0.57143 part1E:
wiki-Vote.bin 0.235086 part1E:
amazon0601.bin 0.469267 part1E:
web-BerkStan.bin 0.474441 part1E:
p2p-Gnutella05.bin 0.264521 part1E:
soc-Slashdot0811.bin 0.437582 part1E:
ca-HepTh.bin 0.271571 part1E:
amazon0505.bin 0.449434 part1E:
p2p-Gnutella25.bin 0.41997 part1E:
com-youtube.ungraph.bin 0.547896 part1E:
ca-AstroPh.bin 0.384711 part1E:
roadNet-PA.bin 0.534655 part1E:
wiki-Talk.bin 0.533953 part1E:
higgs-social_network.bin 0.539859 part1E:
email-EuAll.bin 0.429638 part1E:
email-Enron.bin 0.415459 part1E:
com-amazon.ungraph.bin 0.514791 part1E:
web-Stanford.bin 0.478357 part1E:
soc-sign-Slashdot090216.bin 0.455568 part1E:
cit-HepPh.bin 0.37728 part1E:
amazon0312.bin 0.482883 part1E:
p2p-Gnutella04.bin 0.340676 part1E:
com-lj.ungraph.bin 1.01257 part1E:
Oregon-1.bin 0.306573 part1E:
Oregon-2.bin 0.317155 part1E:
web-Google.bin 0.504549 part1E:
as-Skitter.bin 0.781179 part1E:
amazon0302.bin 0.50397 part1E:
